,Raw - Percent Missing,Raw - Count Missing,gradient_filtered_data - Percent Removed,gradient_filtered_data - Count Removed,range_filtered_data - Percent Removed,range_filtered_data - Count Removed,online_filtered_data_map - Percent Removed,online_filtered_data_map - Count Removed,Full Clean - Percent Missing,Full Clean - Count Missing
BR2-K001-BLADE-ANGLE-A,0.0,0,17.63888888888889,762,0.0,0,12.268518518518519,530,29.907407407407405,1292
BR2-K003-BLADE-ANGLE-A,0.0,0,22.962962962962962,992,0.0,0,15.972222222222221,690,38.93518518518518,1682
BR2-K001-BLADE-ANGLE-B,0.0,0,17.800925925925924,769,0.0,0,12.592592592592592,544,30.39351851851852,1313
BR2-K003-BLADE-ANGLE-B,0.0,0,22.75462962962963,983,0.0,0,16.11111111111111,696,38.86574074074074,1679
BR2-K001-BLADE-ANGLE-C,0.0,0,18.00925925925926,778,0.0,0,12.314814814814815,532,30.324074074074076,1310
BR2-K003-BLADE-ANGLE-C,0.0,0,22.939814814814817,991,0.0,0,15.76388888888889,681,38.7037037037037,1672
BR2-K001-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,20.97222222222222,906,26.111111111111114,1128
BR2-K003-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,29.88425925925926,1291,35.023148148148145,1513
BR2-K001-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.569444444444444,111,18.40277777777778,795,26.111111111111114,1128
BR2-K003-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.314814814814815,100,27.569444444444446,1191,35.023148148148145,1513
BR2-K001-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,20.97222222222222,906,26.550925925925927,1147
BR2-K003-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,29.88425925925926,1291,35.46296296296296,1532
BR2-K001-GEN-BRG-DE-T-C,0.0,0,6.041666666666667,261,0.0,0,20.97222222222222,906,27.013888888888886,1167
BR2-K003-GEN-BRG-DE-T-C,0.0,0,6.296296296296296,272,0.0,0,29.166666666666668,1260,35.46296296296296,1532
BR2-K001-GEN-BRG-NDE-T-C,0.0,0,6.550925925925926,283,0.0,0,20.694444444444443,894,27.24537037037037,1177
BR2-K003-GEN-BRG-NDE-T-C,0.0,0,6.365740740740741,275,0.0,0,29.675925925925927,1282,36.041666666666664,1557
BR2-K001-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,20.97222222222222,906,26.550925925925927,1147
BR2-K003-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,29.88425925925926,1291,35.46296296296296,1532
BR2-K001-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,20.97222222222222,906,26.550925925925927,1147
BR2-K003-GEN-SPD-RPM,0.0,0,5.648148148148148,244,0.0,0,29.88425925925926,1291,35.532407407407405,1535
BR2-K001-GEN1-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K001-GEN2-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K003-GEN1-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K003-GEN2-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K001-HS-BRG-T-C,0.0,0,5.578703703703704,241,0.0,0,20.97222222222222,906,26.550925925925927,1147
BR2-K003-HS-BRG-T-C,0.0,0,5.578703703703704,241,0.0,0,29.88425925925926,1291,35.46296296296296,1532
BR2-K001-IM-SHFT-BRG-GE-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K003-IM-SHFT-BRG-GE-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K001-IM-SHFT-BRG-TE-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K003-IM-SHFT-BRG-TE-T-C,100.0,4320,0.0,0,0.0,0,0.0,0,100.0,4320
BR2-K001-KW,0.0,0,0.0,0,14.328703703703704,619,6.643518518518518,287,20.97222222222222,906
BR2-K003-KW,0.0,0,5.555555555555555,240,20.671296296296298,893,9.212962962962964,398,35.43981481481481,1531
BR2-K001-MAIN-BRG-TE-T-C,0.0,0,5.601851851851851,242,0.0,0,20.97222222222222,906,26.574074074074073,1148
BR2-K003-MAIN-BRG-TE-T-C,0.0,0,5.578703703703704,241,0.0,0,29.88425925925926,1291,35.46296296296296,1532
BR2-K001-WIND-DIR,0.00038580098070609294,1,0.0,0,69.53291075265913,180230,8.198656640985181,21251,77.73195319462502,201482
BR2-K003-WIND-DIR,0.08371881281322217,217,5.476444921122989,14195,65.57767909846028,169978,10.618400391973797,27523,81.75624322437028,211913
BR2-K002-BLADE-ANGLE-A,0.0,0,18.055555555555554,780,0.0,0,10.046296296296296,434,28.10185185185185,1214
BR2-K004-BLADE-ANGLE-A,0.0,0,99.9074074074074,4316,0.0,0,0.0925925925925926,4,100.0,4320
BR2-K005-BLADE-ANGLE-A,0.0,0,100.0,4320,0.0,0,0.0,0,100.0,4320
BR2-K006-BLADE-ANGLE-A,0.0,0,20.925925925925924,904,0.0,0,15.300925925925926,661,36.226851851851855,1565
BR2-K007-BLADE-ANGLE-A,51.06481481481482,2206,48.888888888888886,2112,0.0,0,0.0462962962962963,2,100.0,4320
BR2-K008-BLADE-ANGLE-A,0.0,0,9.837962962962964,425,0.0,0,12.291666666666666,531,22.12962962962963,956
BR2-K009-BLADE-ANGLE-A,0.0,0,99.25925925925925,4288,0.0,0,0.7407407407407408,32,100.0,4320
BR2-K010-BLADE-ANGLE-A,0.02314814814814815,1,17.685185185185183,764,0.0,0,9.560185185185185,413,27.26851851851852,1178
BR2-K011-BLADE-ANGLE-A,11.643518518518519,503,88.07870370370371,3805,0.0,0,0.2777777777777778,12,100.0,4320
BR2-K012-BLADE-ANGLE-A,0.0,0,13.842592592592592,598,0.0,0,8.449074074074074,365,22.291666666666668,963
BR2-K013-BLADE-ANGLE-A,0.0,0,45.763888888888886,1977,0.0,0,5.87962962962963,254,51.64351851851852,2231
BR2-K014-BLADE-ANGLE-A,0.0,0,15.810185185185185,683,0.0,0,8.518518518518519,368,24.328703703703702,1051
BR2-K015-BLADE-ANGLE-A,0.0,0,14.652777777777779,633,0.0,0,7.8009259259259265,337,22.453703703703702,970
BR2-K016-BLADE-ANGLE-A,0.0,0,15.87962962962963,686,0.0,0,11.851851851851853,512,27.73148148148148,1198
BR2-K017-BLADE-ANGLE-A,0.0,0,28.379629629629626,1226,0.0,0,9.074074074074074,392,37.4537037037037,1618
BR2-K018-BLADE-ANGLE-A,0.0,0,17.337962962962962,749,0.0,0,8.101851851851851,350,25.439814814814817,1099
BR2-K019-BLADE-ANGLE-A,0.0,0,15.578703703703702,673,0.0,0,10.925925925925926,472,26.504629629629626,1145
BR2-K020-BLADE-ANGLE-A,0.0,0,15.87962962962963,686,0.0,0,7.314814814814814,316,23.194444444444446,1002
BR2-K002-BLADE-ANGLE-B,0.0,0,18.703703703703702,808,0.0,0,9.74537037037037,421,28.449074074074076,1229
BR2-K004-BLADE-ANGLE-B,0.0,0,99.9074074074074,4316,0.0,0,0.0925925925925926,4,100.0,4320
BR2-K005-BLADE-ANGLE-B,0.0,0,99.9074074074074,4316,0.0,0,0.0925925925925926,4,100.0,4320
BR2-K006-BLADE-ANGLE-B,0.0,0,20.27777777777778,876,0.0,0,15.092592592592593,652,35.37037037037037,1528
BR2-K007-BLADE-ANGLE-B,51.06481481481482,2206,48.888888888888886,2112,0.0,0,0.0462962962962963,2,100.0,4320
BR2-K008-BLADE-ANGLE-B,0.0,0,10.092592592592593,436,0.0,0,12.268518518518519,530,22.36111111111111,966
BR2-K009-BLADE-ANGLE-B,0.0,0,99.25925925925925,4288,0.0,0,0.7407407407407408,32,100.0,4320
BR2-K010-BLADE-ANGLE-B,0.25462962962962965,11,17.199074074074076,743,0.0,0,9.467592592592593,409,26.921296296296298,1163
BR2-K011-BLADE-ANGLE-B,11.643518518518519,503,88.1712962962963,3809,0.0,0,0.1851851851851852,8,100.0,4320
BR2-K012-BLADE-ANGLE-B,0.0,0,14.25925925925926,616,0.0,0,8.402777777777779,363,22.662037037037035,979
BR2-K013-BLADE-ANGLE-B,0.0,0,46.71296296296296,2018,0.0,0,5.601851851851851,242,52.31481481481482,2260
BR2-K014-BLADE-ANGLE-B,0.0,0,15.648148148148147,676,0.0,0,8.37962962962963,362,24.02777777777778,1038
BR2-K015-BLADE-ANGLE-B,0.0,0,14.722222222222223,636,0.0,0,7.893518518518519,341,22.61574074074074,977
BR2-K016-BLADE-ANGLE-B,0.0,0,15.601851851851853,674,0.0,0,11.689814814814815,505,27.291666666666664,1179
BR2-K017-BLADE-ANGLE-B,0.0,0,28.125,1215,0.0,0,9.143518518518519,395,37.26851851851852,1610
BR2-K018-BLADE-ANGLE-B,0.0,0,16.22685185185185,701,0.0,0,8.032407407407408,347,24.25925925925926,1048
BR2-K019-BLADE-ANGLE-B,0.0,0,14.768518518518519,638,0.0,0,10.949074074074074,473,25.71759259259259,1111
BR2-K020-BLADE-ANGLE-B,0.0,0,16.27314814814815,703,0.0,0,7.546296296296297,326,23.819444444444443,1029
BR2-K002-BLADE-ANGLE-C,0.0,0,17.98611111111111,777,0.0,0,10.231481481481481,442,28.217592592592595,1219
BR2-K004-BLADE-ANGLE-C,0.0,0,100.0,4320,0.0,0,0.0,0,100.0,4320
BR2-K005-BLADE-ANGLE-C,0.0,0,100.0,4320,0.0,0,0.0,0,100.0,4320
BR2-K006-BLADE-ANGLE-C,0.0,0,20.50925925925926,886,0.0,0,15.717592592592592,679,36.226851851851855,1565
BR2-K007-BLADE-ANGLE-C,51.06481481481482,2206,48.888888888888886,2112,0.0,0,0.0462962962962963,2,100.0,4320
BR2-K008-BLADE-ANGLE-C,0.0,0,9.768518518518517,422,0.0,0,12.38425925925926,535,22.15277777777778,957
BR2-K009-BLADE-ANGLE-C,0.0,0,99.25925925925925,4288,0.0,0,0.7407407407407408,32,100.0,4320
BR2-K010-BLADE-ANGLE-C,0.02314814814814815,1,17.083333333333332,738,0.0,0,9.86111111111111,426,26.96759259259259,1165
BR2-K011-BLADE-ANGLE-C,11.643518518518519,503,88.05555555555556,3804,0.0,0,0.30092592592592593,13,100.0,4320
BR2-K012-BLADE-ANGLE-C,0.0,0,14.074074074074074,608,0.0,0,8.425925925925926,364,22.5,972
BR2-K013-BLADE-ANGLE-C,0.0,0,46.550925925925924,2011,0.0,0,5.347222222222222,231,51.89814814814815,2242
BR2-K014-BLADE-ANGLE-C,0.0,0,15.833333333333332,684,0.0,0,8.49537037037037,367,24.328703703703702,1051
BR2-K015-BLADE-ANGLE-C,0.0,0,14.629629629629628,632,0.0,0,7.777777777777778,336,22.407407407407405,968
BR2-K016-BLADE-ANGLE-C,0.0,0,16.38888888888889,708,0.0,0,11.296296296296296,488,27.685185185185183,1196
BR2-K017-BLADE-ANGLE-C,0.0,0,27.569444444444446,1191,0.0,0,9.375,405,36.94444444444444,1596
BR2-K018-BLADE-ANGLE-C,0.0,0,16.52777777777778,714,0.0,0,8.194444444444445,354,24.72222222222222,1068
BR2-K019-BLADE-ANGLE-C,0.0,0,14.976851851851853,647,0.0,0,11.13425925925926,481,26.111111111111114,1128
BR2-K020-BLADE-ANGLE-C,0.0,0,15.925925925925927,688,0.0,0,7.708333333333334,333,23.63425925925926,1021
BR2-K002-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,17.685185185185183,764,22.824074074074076,986
BR2-K004-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,94.86111111111111,4098,100.0,4320
BR2-K005-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,94.86111111111111,4098,100.0,4320
BR2-K006-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,26.851851851851855,1160,31.99074074074074,1382
BR2-K007-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,94.86111111111111,4098,100.0,4320
BR2-K008-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,14.814814814814813,640,19.953703703703702,862
BR2-K009-DEN-CPM-WIND-SPD-CALC,0.0,0,5.162037037037037,223,0.0,0,94.83796296296296,4097,100.0,4320
BR2-K010-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,15.902777777777777,687,21.041666666666668,909
BR2-K011-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,94.86111111111111,4098,100.0,4320
BR2-K012-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,12.523148148148147,541,17.662037037037038,763
BR2-K013-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,43.98148148148148,1900,49.12037037037037,2122
BR2-K014-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,17.685185185185183,764,22.824074074074076,986
BR2-K015-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,12.222222222222221,528,17.36111111111111,750
BR2-K016-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,17.314814814814813,748,22.453703703703702,970
BR2-K017-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,25.64814814814815,1108,30.787037037037035,1330
BR2-K018-DEN-CPM-WIND-SPD-CALC,0.0,0,5.416666666666667,234,0.0,0,13.981481481481481,604,19.39814814814815,838
BR2-K019-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,15.694444444444445,678,20.833333333333336,900
BR2-K020-DEN-CPM-WIND-SPD-CALC,0.0,0,5.138888888888888,222,0.0,0,10.99537037037037,475,16.13425925925926,697
BR2-K002-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.569444444444444,111,15.11574074074074,653,22.824074074074076,986
BR2-K004-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.6898148148148149,73,93.17129629629629,4025,100.0,4320
BR2-K005-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.361111111111111,102,92.5,3996,100.0,4320
BR2-K006-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.1296296296296298,92,24.72222222222222,1068,31.99074074074074,1382
BR2-K007-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.361111111111111,102,92.5,3996,100.0,4320
BR2-K008-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.060185185185185,89,12.75462962962963,551,19.953703703703702,862
BR2-K009-EXPCTD-KW-CALC,0.0,0,5.162037037037037,223,1.5277777777777777,66,93.31018518518519,4031,100.0,4320
BR2-K010-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.2731481481481481,55,14.629629629629628,632,21.041666666666668,909
BR2-K011-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.2037037037037037,52,93.6574074074074,4046,100.0,4320
BR2-K012-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.2962962962962963,56,11.226851851851851,485,17.662037037037038,763
BR2-K013-EXPCTD-KW-CALC,0.0,0,5.324074074074074,230,2.4537037037037037,106,41.342592592592595,1786,49.12037037037037,2122
BR2-K014-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.175925925925926,94,15.50925925925926,670,22.824074074074076,986
BR2-K015-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.8518518518518516,80,10.37037037037037,448,17.36111111111111,750
BR2-K016-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.5509259259259258,67,15.76388888888889,681,22.453703703703702,970
BR2-K017-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,1.6435185185185184,71,24.00462962962963,1037,30.787037037037035,1330
BR2-K018-EXPCTD-KW-CALC,0.0,0,5.416666666666667,234,2.476851851851852,107,11.50462962962963,497,19.39814814814815,838
BR2-K019-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.2222222222222223,96,13.472222222222221,582,20.833333333333336,900
BR2-K020-EXPCTD-KW-CALC,0.0,0,5.138888888888888,222,2.037037037037037,88,8.958333333333334,387,16.13425925925926,697
BR2-K002-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,17.685185185185183,764,23.26388888888889,1005
BR2-K004-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K005-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K006-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,26.412037037037038,1141,31.99074074074074,1382
BR2-K007-GBX-LUBOIL-T-C,51.06481481481482,2206,5.601851851851851,242,0.0,0,43.333333333333336,1872,100.0,4320
BR2-K008-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,14.814814814814813,640,20.39351851851852,881
BR2-K009-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K010-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,15.902777777777777,687,21.48148148148148,928
BR2-K011-GBX-LUBOIL-T-C,11.643518518518519,503,5.601851851851851,242,0.0,0,82.75462962962963,3575,100.0,4320
BR2-K012-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,12.523148148148147,541,18.10185185185185,782
BR2-K013-GBX-LUBOIL-T-C,0.0,0,5.555555555555555,240,0.0,0,43.56481481481482,1882,49.12037037037037,2122
BR2-K014-GBX-LUBOIL-T-C,0.0,0,5.555555555555555,240,0.0,0,17.685185185185183,764,23.24074074074074,1004
BR2-K015-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,12.222222222222221,528,17.800925925925924,769
BR2-K016-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,17.314814814814813,748,22.89351851851852,989
BR2-K017-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,25.64814814814815,1108,31.22685185185185,1349
BR2-K018-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,13.981481481481481,604,19.560185185185187,845
BR2-K019-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,15.694444444444445,678,21.27314814814815,919
BR2-K020-GBX-LUBOIL-T-C,0.0,0,5.578703703703704,241,0.0,0,10.99537037037037,475,16.574074074074076,716
BR2-K002-GEN-BRG-DE-T-C,0.0,0,5.99537037037037,259,0.0,0,17.685185185185183,764,23.680555555555554,1023
BR2-K004-GEN-BRG-DE-T-C,0.0,0,19.282407407407405,833,0.0,0,80.7175925925926,3487,100.0,4320
BR2-K005-GEN-BRG-DE-T-C,0.0,0,19.74537037037037,853,0.0,0,80.25462962962962,3467,100.0,4320
BR2-K006-GEN-BRG-DE-T-C,0.0,0,6.342592592592593,274,0.0,0,26.38888888888889,1140,32.73148148148148,1414
BR2-K007-GEN-BRG-DE-T-C,51.06481481481482,2206,9.930555555555555,429,0.0,0,39.004629629629626,1685,100.0,4320
BR2-K008-GEN-BRG-DE-T-C,0.0,0,6.7592592592592595,292,0.0,0,14.768518518518519,638,21.52777777777778,930
BR2-K009-GEN-BRG-DE-T-C,0.0,0,13.287037037037036,574,0.0,0,86.71296296296296,3746,100.0,4320
BR2-K010-GEN-BRG-DE-T-C,0.0,0,6.9675925925925934,301,0.0,0,15.347222222222223,663,22.314814814814817,964
BR2-K011-GEN-BRG-DE-T-C,11.643518518518519,503,20.694444444444443,894,0.0,0,67.66203703703704,2923,100.0,4320
BR2-K012-GEN-BRG-DE-T-C,0.0,0,7.453703703703704,322,0.0,0,11.412037037037038,493,18.86574074074074,815
BR2-K013-GEN-BRG-DE-T-C,0.0,0,13.078703703703704,565,0.0,0,36.94444444444444,1596,50.023148148148145,2161
BR2-K014-GEN-BRG-DE-T-C,0.0,0,6.898148148148148,298,0.0,0,17.24537037037037,745,24.14351851851852,1043
BR2-K015-GEN-BRG-DE-T-C,0.0,0,6.620370370370371,286,0.0,0,12.222222222222221,528,18.84259259259259,814
BR2-K016-GEN-BRG-DE-T-C,0.0,0,6.9675925925925934,301,0.0,0,17.22222222222222,744,24.189814814814813,1045
BR2-K017-GEN-BRG-DE-T-C,0.0,0,6.782407407407407,293,0.0,0,25.254629629629626,1091,32.03703703703704,1384
BR2-K018-GEN-BRG-DE-T-C,0.0,0,6.041666666666667,261,0.0,0,13.773148148148149,595,19.814814814814817,856
BR2-K019-GEN-BRG-DE-T-C,0.0,0,6.180555555555555,267,0.0,0,15.671296296296298,677,21.85185185185185,944
BR2-K020-GEN-BRG-DE-T-C,0.0,0,6.481481481481481,280,0.0,0,10.99537037037037,475,17.47685185185185,755
BR2-K002-GEN-BRG-NDE-T-C,0.0,0,6.782407407407407,293,0.0,0,17.5,756,24.28240740740741,1049
BR2-K004-GEN-BRG-NDE-T-C,0.0,0,21.689814814814813,937,0.0,0,78.31018518518519,3383,100.0,4320
BR2-K005-GEN-BRG-NDE-T-C,0.0,0,20.185185185185187,872,0.0,0,79.81481481481481,3448,100.0,4320
BR2-K006-GEN-BRG-NDE-T-C,0.0,0,5.972222222222222,258,0.0,0,26.22685185185185,1133,32.199074074074076,1391
BR2-K007-GEN-BRG-NDE-T-C,51.06481481481482,2206,10.069444444444445,435,0.0,0,38.86574074074074,1679,100.0,4320
BR2-K008-GEN-BRG-NDE-T-C,0.0,0,7.777777777777778,336,0.0,0,14.814814814814813,640,22.59259259259259,976
BR2-K009-GEN-BRG-NDE-T-C,0.0,0,20.99537037037037,907,0.0,0,79.00462962962963,3413,100.0,4320
BR2-K010-GEN-BRG-NDE-T-C,0.0,0,6.597222222222222,285,0.0,0,15.625,675,22.22222222222222,960
BR2-K011-GEN-BRG-NDE-T-C,11.643518518518519,503,19.72222222222222,852,0.0,0,68.63425925925925,2965,100.0,4320
BR2-K012-GEN-BRG-NDE-T-C,0.0,0,6.666666666666667,288,0.0,0,12.199074074074074,527,18.86574074074074,815
BR2-K013-GEN-BRG-NDE-T-C,0.0,0,10.949074074074074,473,0.0,0,38.72685185185185,1673,49.675925925925924,2146
BR2-K014-GEN-BRG-NDE-T-C,0.0,0,6.1342592592592595,265,0.0,0,17.685185185185183,764,23.819444444444443,1029
BR2-K015-GEN-BRG-NDE-T-C,0.0,0,7.037037037037037,304,0.0,0,12.222222222222221,528,19.25925925925926,832
BR2-K016-GEN-BRG-NDE-T-C,0.0,0,5.972222222222222,258,0.0,0,17.175925925925924,742,23.14814814814815,1000
BR2-K017-GEN-BRG-NDE-T-C,0.0,0,6.875000000000001,297,0.0,0,24.953703703703702,1078,31.828703703703702,1375
BR2-K018-GEN-BRG-NDE-T-C,0.0,0,5.810185185185185,251,0.0,0,13.981481481481481,604,19.791666666666664,855
BR2-K019-GEN-BRG-NDE-T-C,0.0,0,6.458333333333334,279,0.0,0,15.694444444444445,678,22.15277777777778,957
BR2-K020-GEN-BRG-NDE-T-C,0.0,0,7.708333333333334,333,0.0,0,10.925925925925926,472,18.63425925925926,805
BR2-K002-GEN-COOLING-T-C,0.0,0,58.63425925925926,2533,0.0,0,6.712962962962964,290,65.34722222222223,2823
BR2-K004-GEN-COOLING-T-C,0.0,0,7.3842592592592595,319,0.0,0,92.61574074074073,4001,100.0,4320
BR2-K005-GEN-COOLING-T-C,0.0,0,59.28240740740741,2561,0.0,0,40.717592592592595,1759,100.0,4320
BR2-K006-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,26.412037037037038,1141,31.99074074074074,1382
BR2-K007-GEN-COOLING-T-C,51.06481481481482,2206,6.111111111111111,264,0.0,0,42.824074074074076,1850,100.0,4320
BR2-K008-GEN-COOLING-T-C,0.0,0,5.555555555555555,240,0.0,0,14.814814814814813,640,20.37037037037037,880
BR2-K009-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,94.4212962962963,4079,100.0,4320
BR2-K010-GEN-COOLING-T-C,0.02314814814814815,1,5.578703703703704,241,0.0,0,15.87962962962963,686,21.48148148148148,928
BR2-K011-GEN-COOLING-T-C,11.643518518518519,503,8.61111111111111,372,0.0,0,79.74537037037037,3445,100.0,4320
BR2-K012-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,12.523148148148147,541,18.10185185185185,782
BR2-K013-GEN-COOLING-T-C,0.0,0,7.152777777777778,309,0.0,0,41.967592592592595,1813,49.12037037037037,2122
BR2-K014-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,17.662037037037038,763,23.24074074074074,1004
BR2-K015-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,12.222222222222221,528,17.800925925925924,769
BR2-K016-GEN-COOLING-T-C,0.0,0,5.555555555555555,240,0.0,0,17.314814814814813,748,22.87037037037037,988
BR2-K017-GEN-COOLING-T-C,0.0,0,5.555555555555555,240,0.0,0,25.64814814814815,1108,31.203703703703706,1348
BR2-K018-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,13.981481481481481,604,19.560185185185187,845
BR2-K019-GEN-COOLING-T-C,0.0,0,5.578703703703704,241,0.0,0,15.694444444444445,678,21.27314814814815,919
BR2-K020-GEN-COOLING-T-C,0.0,0,5.555555555555555,240,0.0,0,10.99537037037037,475,16.550925925925927,715
BR2-K002-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,17.685185185185183,764,23.26388888888889,1005
BR2-K004-GEN-SPD-RPM,0.0,0,0.0,0,0.0,0,100.0,4320,100.0,4320
BR2-K005-GEN-SPD-RPM,0.0,0,0.0,0,0.0,0,100.0,4320,100.0,4320
BR2-K006-GEN-SPD-RPM,0.0,0,0.0,0,0.0,0,31.99074074074074,1382,31.99074074074074,1382
BR2-K007-GEN-SPD-RPM,51.06481481481482,2206,0.0,0,0.0,0,48.93518518518519,2114,100.0,4320
BR2-K008-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,14.814814814814813,640,20.39351851851852,881
BR2-K009-GEN-SPD-RPM,0.0,0,0.0,0,0.0,0,100.0,4320,100.0,4320
BR2-K010-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,15.902777777777777,687,21.48148148148148,928
BR2-K011-GEN-SPD-RPM,11.643518518518519,503,0.0,0,0.0,0,88.35648148148148,3817,100.0,4320
BR2-K012-GEN-SPD-RPM,0.0,0,5.648148148148148,244,0.0,0,12.523148148148147,541,18.171296296296298,785
BR2-K013-GEN-SPD-RPM,0.0,0,0.0,0,0.0,0,49.12037037037037,2122,49.12037037037037,2122
BR2-K014-GEN-SPD-RPM,0.0,0,5.555555555555555,240,0.0,0,17.685185185185183,764,23.24074074074074,1004
BR2-K015-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,12.222222222222221,528,17.800925925925924,769
BR2-K016-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,17.314814814814813,748,22.89351851851852,989
BR2-K017-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,25.64814814814815,1108,31.22685185185185,1349
BR2-K018-GEN-SPD-RPM,0.0,0,5.648148148148148,244,0.0,0,13.981481481481481,604,19.62962962962963,848
BR2-K019-GEN-SPD-RPM,0.0,0,5.578703703703704,241,0.0,0,15.694444444444445,678,21.27314814814815,919
BR2-K020-GEN-SPD-RPM,0.0,0,5.648148148148148,244,0.0,0,10.99537037037037,475,16.64351851851852,719
BR2-K002-GEN1-T-C,0.0,0,58.63425925925926,2533,0.0,0,41.36574074074074,1787,100.0,4320
